sp|P14507|AACA_STAAM,0.025052192066805846,0.014613778705636743,0.07724425887265135,0.1127348643006263,0.04384133611691023,0.054279749478079335,0.018789144050104383,0.10855949895615867,0.08350730688935282,0.07933194154488518,0.020876826722338204,0.06889352818371608,0.022964509394572025,0.016701461377870562,0.037578288100208766,0.037578288100208766,0.05219206680584551,0.033402922755741124,0.006263048016701462,0.08559498956158663,64319.99999999986,8613.074798272817,24186723.999999993,15.395286132032107,0.002482379767827534,1.4189571320823406,1103427.7524296727,1104581.3625225017,1740.9432697182413,3893.7824169489822,8613.074798272817,19745.751753720408,24186708.60471386,15851.969336771424,7925.984668385712,17.15528222061062,0.15145601987732552,0.23705173967001728,13,3,10,20,7,3,7,10,5,10,2,17,11,10,4,4,4,14,15,11,13,11,12,18,11,17,4,7,2,20,11,7,14,19,8,8,2,4,12,12,19,17,11,7,16,0
sp|Q9K9H0|ACEA_BACHD,0.12646370023419204,0.00702576112412178,0.04449648711943794,0.08196721311475409,0.03981264637002342,0.09133489461358314,0.02107728337236534,0.04449648711943794,0.05152224824355972,0.08196721311475409,0.0234192037470726,0.02810304449648712,0.03044496487119438,0.06557377049180328,0.03747072599531616,0.053864168618266976,0.06088992974238876,0.053864168618266976,0.01639344262295082,0.03981264637002342,54810.00000000004,10511.320728069848,17139600.0,44.44032883924574,0.002596849723286503,1.2275847298452025,827893.9743940646,828865.1113547896,1978.0836847870648,3164.249178521236,10511.320728069848,20107.596759358916,17139555.55967116,16943.34758083768,8471.67379041884,15.104797927277213,0.16052301614232323,0.2645595414002038,13,16,8,18,6,7,17,1,7,12,11,7,13,16,18,16,3,4,20,2,18,6,8,20,7,2,15,19,16,8,7,7,20,20,12,11,2,8,16,11,12,10,7,19,17,0
sp|Q59331|ACKA_CLOTS,0.0775,0.01,65,0.0675,0.03,0.08,0.0225,0.1,0.0925,75,0.03,0.05,0.03,0.0125,25,0.0725,45,0.0725,0.0,0.0425,55447.99999999981,7503.491876123957,17156164.0,147.03400747094878,0.0024046554128793426,1.21590128279829,856218.9468693156,857291.2315059816,2734.546208953652,3904.4965540977873,7503.491876123957,16766.108460492957,17156016.96599253,12861.61190639517,6430.805953197585,15.441836438993624,0.16798685067358224,0.23249943295001163,13,12,10,11,20,10,3,5,8,16,16,16,11,12,19,6,11,10,7,16,12,4,8,3,20,11,1,12,8,11,1,7,2,10,8,10,3,4,16,11,11,17,9,3,1,0
sp|P47599|ACKA_MYCGE,0.058524173027989825,0.01272264631043257,0.04580152671755725,0.06615776081424936,0.058524173027989825,0.058524173027989825,0.022900763358778626,0.089058524173028,0.09923664122137404,0.089058524173028,0.017811704834605598,0.08142493638676845,0.020356234096692113,0.03307888040712468,0.027989821882951654,0.06615776081424936,0.04580152671755725,0.07124681933842239,0.002544529262086514,0.03307888040712468,53628.00000000003,7965.059147654745,16370116.0,12.765705944711328,0.0024427537853360173,1.2438345569311107,824216.9079459606,825267.5354061782,1609.5725010413403,2895.130059469482,7965.059147654745,16359.053048830458,16370103.234294055,13463.922989360975,6731.961494680488,15.369152456663686,0.16620481967353365,0.24735304612917888,13,6,16,9,12,10,11,20,20,3,1,8,16,16,16,10,12,14,6,11,14,3,4,12,12,6,20,11,1,12,8,11,5,7,2,10,14,10,4,8,14,14,12,11,7,0
sp|P13131|AGRA_STAAN,0.037815126050420166,0.02100840336134454,0.07563025210084033,0.07983193277310924,0.0546218487394958,0.025210084033613446,0.03361344537815126,0.10504201680672269,0.07563025210084033,0.07563025210084033,0.029411764705882353,0.06722689075630252,0.02100840336134454,0.029411764705882353,0.0546218487394958,0.06722689075630252,0.046218487394957986,0.058823529411764705,0.0,0.04201680672268908,31444.000000000033,4633.009714903975,5760000.0,12.183042023315082,0.002523003858711781,0.9389340352043329,372196.85400067526,372981.252877056,1263.564137359522,2080.897726314922,4633.009714903975,9709.953146876895,5759987.816957977,7629.055420561973,3814.5277102809864,11.836816371984318,0.21610330659899196,0.22432288990585064,13,12,10,14,10,5,7,4,4,15,12,6,2,7,3,13,20,17,10,10,12,3,19,10,13,10,7,7,12,15,13,7,10,1,11,1,17,4,3,15,19,7,20,11,7,0
sp|P50846|ALKH_BACSU,0.10204081632653061,0.01020408163265306,0.03571428571428571,0.07142857142857142,0.061224489795918366,0.09693877551020408,0.015306122448979591,0.07653061224489796,0.05612244897959184,0.07653061224489796,0.015306122448979591,0.015306122448979591,0.05612244897959184,0.05102040816326531,0.030612244897959183,0.07653061224489796,0.05612244897959184,0.08163265306122448,0.00510204081632653,0.01020408163265306,27436.000000000044,4128.597667358634,4153444.0,156.39429354998023,0.0023812995091607096,0.8202540580920747,295546.79773937666,296303.64097024803,1059.8885642042414,1549.0343660260355,4128.597667358634,8655.809886770414,4153287.60570645,7106.775520744379,3553.3877603721894,10.77222618965506,0.23658590630233806,0.24694571368977003,13,7,16,12,20,20,7,3,2,11,12,7,1,12,11,10,1,20,10,2,16,12,4,12,6,7,1,5,6,6,10,7,16,11,11,4,12,8,10,2,1,20,7,20,17,0
sp|Q10730|AMPN_LACHE,0.08530805687203792,0.002369668246445498,0.08767772511848342,0.07819905213270142,0.045023696682464455,0.04976303317535545,0.022511848341232227,0.058056872037914695,0.08056872037914692,0.09597156398104266,0.022511848341232227,0.045023696682464455,0.03672985781990521,0.034360189573459717,0.02962085308056872,0.04976303317535545,0.04976303317535545,0.06990521327014218,0.02014218009478673,0.03672985781990521,115568.99999999975,20128.619793843573,73736569.0,19.26699465010561,0.002434332159431456,1.7557475609643993,2535783.338718038,2537286.9162819493,5231.603628840765,8232.531800001349,20128.619793843573,40746.05798363234,73736549.73300534,32513.526183630987,16256.763091815494,21.941726057316785,0.11291230455170424,0.2650481014901912,13,1,20,12,2,14,19,12,17,14,9,15,7,9,19,4,11,2,10,3,20,3,2,12,3,12,17,10,3,8,17,16,17,10,17,8,4,20,14,7,3,15,20,11,10,0
sp|Q9KDH2|APT_BACHD,0.07017543859649122,0.005847953216374269,0.06432748538011696,0.08187134502923976,0.04678362573099415,0.10526315789473684,0.011695906432748537,0.08187134502923976,0.07017543859649122,0.07602339181286549,0.029239766081871343,0.017543859649122806,0.029239766081871343,0.03508771929824561,0.05847953216374269,0.011695906432748537,0.05847953216374269,0.10526315789473684,0.0,0.04093567251461988,23863.999999999996,4091.8651846059693,3097600.0,18.16711058298142,0.002388535031847134,0.7425374809627887,235810.85609445552,236503.4004816098,746.1922294282401,1423.4732374861976,4091.8651846059693,8034.781039197654,3097581.832889417,6611.307801711456,3305.653900855728,9.881447204762637,0.2515422971978123,0.25131064825523947,13,4,14,12,6,9,10,17,10,20,7,3,14,15,12,7,8,10,2,14,12,4,10,17,17,11,13,6,3,8,7,20,19,12,2,1,10,4,7,13,1,2,14,1,12,0
sp|O31060|APT_BUTFI,0.07777777777777778,0.022222222222222223,0.07777777777777778,0.08333333333333333,0.03888888888888889,0.1,0.005555555555555556,0.09444444444444444,0.08888888888888889,0.1,0.027777777777777776,0.005555555555555556,0.03888888888888889,0.016666666666666666,0.03333333333333333,0.027777777777777776,0.05,0.07777777777777778,0.0,0.03333333333333333,24067.999999999996,3861.4541427144877,3370896.0,28.251473742173545,0.0024929366794083432,0.7924861997013534,250205.96951711606,250903.8954739889,1284.0720499649697,1742.1450177297204,3861.4541427144877,6789.211530736179,3370867.748526258,5047.066513006459,2523.5332565032295,10.395793980269074,0.2422789419806775,0.20061179176875263,13,12,12,20,7,4,19,10,2,17,10,15,4,14,15,7,15,8,10,13,14,2,4,20,17,16,10,11,6,4,1,7,8,14,12,11,1,10,4,7,13,10,12,11,11,0
sp|Q97GU0|APT_CLOAB,0.0755813953488372,0.011627906976744186,0.09302325581395349,0.0755813953488372,0.03488372093023256,0.09302325581395349,0.005813953488372093,0.06976744186046512,0.11046511627906977,0.09302325581395349,0.01744186046511628,0.023255813953488372,0.029069767441860465,0.011627906976744186,0.023255813953488372,0.029069767441860465,0.046511627906976744,0.11046511627906977,0.0,0.046511627906976744,24945.00000000001,3818.2885167063428,3301489.0,1.0,0.0022983897908732537,0.738085943398101,250624.29873019096,251356.0500647246,996.0470366671985,1847.7686786257277,3818.2885167063428,7932.956721684108,3301488.0,6085.188043058381,3042.5940215291903,10.047075515341385,0.25288902461174667,0.24394016030070656,13,4,11,12,4,16,10,2,20,10,4,8,14,15,12,7,8,10,16,14,12,4,20,17,17,11,10,6,4,12,7,1,19,12,19,16,20,4,12,10,8,7,19,11,12,0
sp|Q925X9|APT_LISMO,0.07514450867052024,0.011560693641618497,0.06936416184971098,0.08670520231213873,0.028901734104046242,0.09826589595375723,0.011560693641618497,0.10982658959537572,0.09248554913294797,0.10982658959537572,0.028901734104046242,0.023121387283236993,0.046242774566473986,0.011560693641618497,0.03468208092485549,0.011560693641618497,0.046242774566473986,0.057803468208092484,0.005780346820809248,0.04046242774566474,22174.999999999996,3321.357465744002,2996361.0,104.2952646940498,0.002600526118000752,0.7960505369485747,226831.65041501593,227490.0891016502,1103.8889183651631,2161.799242294456,3321.357465744002,6515.369773784325,2996256.704735306,4353.57053148987,2176.785265744935,10.229161236302863,0.24935200841365363,0.21264200460098445,13,7,10,12,4,11,6,4,19,20,1,10,20,3,4,18,15,12,12,8,10,20,14,12,4,10,17,15,11,13,3,4,8,7,1,19,2,14,1,17,4,12,10,20,7,0
sp|Q9RFQ2|APT_MYCFE,0.06432748538011696,0.0,0.07602339181286549,0.04093567251461988,0.04678362573099415,0.08187134502923976,0.0,0.1111111111111111,0.11695906432748537,0.11695906432748537,0.023391812865497075,0.04093567251461988,0.04093567251461988,0.03508771929824561,0.023391812865497075,0.023391812865497075,0.05847953216374269,0.07602339181286549,0.0,0.023391812865497075,23330.000000000007,3867.529631927457,3161284.0,21.168693606821797,0.0024432061723103295,0.7885413602208158,240711.164697444,241418.1006239639,661.5926533342542,1170.3938107619915,3867.529631927457,6955.927869014714,3161262.8313063933,5785.534058252722,2892.767029126361,10.317666725136903,0.24256212285627166,0.2846957764945516,13,4,11,12,12,19,10,2,4,10,7,3,14,15,12,17,8,10,13,14,12,4,10,16,15,11,11,1,3,8,12,1,11,3,19,17,10,17,7,13,1,12,11,1,6,0
sp|Q7NBS4|APT_MYCGA,0.07303370786516854,0.0,0.07865168539325842,0.03932584269662921,0.0449438202247191,0.03932584269662921,0.0056179775280898875,0.09550561797752809,0.11235955056179775,0.11797752808988764,0.02247191011235955,0.033707865168539325,0.056179775280898875,0.033707865168539325,0.028089887640449437,0.06179775280898876,0.0449438202247191,0.07865168539325842,0.0,0.033707865168539325,25907.999999999978,3954.7660021431325,3640464.0,36.0,0.002290154907107202,0.783756503777817,271744.3075687143,272510.86567139253,942.2640702839469,1292.7967075039182,3954.7660021431325,7430.8727847240825,3640428.0,6138.076077220165,3069.0380386100824,10.488818417813592,0.24235908594669273,0.2557234491383055,13,12,17,7,11,10,1,6,11,12,12,17,10,10,17,20,12,4,14,15,12,15,8,10,11,14,19,4,10,17,15,10,11,11,4,15,12,11,14,4,6,20,10,16,20,0
sp|P47518|APT_MYCGE,0.1,0.016666666666666666,0.03888888888888889,0.03888888888888889,0.06111111111111111,0.05,0.011111111111111112,0.06666666666666667,0.07777777777777778,0.13333333333333333,0.016666666666666666,0.06666666666666667,0.03888888888888889,0.06666666666666667,0.027777777777777776,0.03888888888888889,0.05,0.07222222222222222,0.0,0.027777777777777776,23602.000000000004,4176.384827839692,3196944.0,0.5918578752838891,0.0025421574442843825,0.7684395815594136,237246.50152109726,237908.27826410785,1268.703099751522,1821.0469778156196,4176.384827839692,8903.853952539068,3196943.408142125,7082.806974723449,3541.4034873617243,10.051965999538057,0.24563837672143143,0.2568165622762599,13,4,6,3,14,12,11,11,4,6,1,10,12,2,14,7,3,14,15,3,6,8,17,11,14,19,4,10,17,15,20,14,16,3,15,6,11,14,3,14,20,11,17,6,13,0
sp|Q8EUA8|APT_MYCPE,0.05813953488372093,0.005813953488372093,0.06395348837209303,0.06976744186046512,0.05813953488372093,0.06976744186046512,0.005813953488372093,0.11627906976744186,0.11627906976744186,0.11046511627906977,0.01744186046511628,0.029069767441860465,0.046511627906976744,0.023255813953488372,0.01744186046511628,0.03488372093023256,0.06395348837209303,0.05813953488372093,0.0,0.03488372093023256,24176.000000000004,3234.892319602063,3378244.0,4.319083119369056,0.002371497904257666,0.800843772112445,256519.53969239854,257268.50344593282,950.7386820811703,2193.4098980187537,3234.892319602063,6445.182690723108,3378239.6809168807,4251.772792704354,2125.886396352177,10.610503792703446,0.24490657950083433,0.22162968973030941,13,8,19,7,7,10,12,3,17,10,1,17,10,7,4,14,15,12,12,8,10,16,14,12,4,10,17,15,11,11,11,4,9,12,12,13,3,14,10,10,4,7,11,1,12,0
sp|Q8E4W5|APT_STRA3,0.10465116279069768,0.011627906976744186,0.0755813953488372,0.06395348837209303,0.029069767441860465,0.11046511627906977,0.005813953488372093,0.0872093023255814,0.05813953488372093,0.08139534883720931,0.03488372093023256,0.029069767441860465,0.05232558139534884,0.01744186046511628,0.040697674418604654,0.023255813953488372,0.040697674418604654,0.08139534883720931,0.0,0.05232558139534884,22842.00000000001,4578.741208661105,2910436.0,16.0,0.0025099962058196877,0.7181339167841898,220874.53393272843,221519.42445527017,1282.1101963116437,2388.458140827369,4578.741208661105,8293.553639715632,2910420.0,5905.095498888263,2952.5477494441316,9.669667013953609,0.2480583677913,0.2341071050582595,13,4,11,3,3,19,10,1,16,10,7,3,19,15,6,7,8,10,17,14,2,4,10,16,15,11,13,1,4,8,12,1,19,16,19,1,20,2,7,10,20,6,19,1,1,0
